Life expectancy at birth,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,,,,23.9,,,,,,,,,,26.4,,,,,,,,28.8,,,,,39.008,39.25,39.739,40.238,40.748,41.267,41.797,42.335,42.881,43.432,43.986,44.541,45.094,45.643,46.191,46.75,47.342,47.97,48.621,49.273,49.879,50.386,50.756,50.97,51.03,50.957,50.791,50.586,50.388,50.217,50.09,50.009,49.951,49.886,49.797,49.648,49.398,49.033,48.557,47.988,47.357,46.704,46.083,45.546,45.135,44.884,44.817,44.922,45.184,45.592,46.141,46.819,47.598,48.44,49.313,50.178,51.006,51.78,52.489,53.117,53.659
Ukraine,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6,,,,,,,,,,,,,,,,,,,,36.6,,,,,,46.95,,,,,,,,,,,,,50,49.8,24.7,19.4,18.2,28.7,35.3,55.2,45.1,57.8,60.6,64.276,64.719,65.579,66.385,67.135,67.831,68.471,69.055,69.582,69.43,71.06,71.34,70.76,71.39,72.19,71.63,71.9,71.5,71.59,70.97,70.87,71.1,70.86,71.05,70.94,70.28,70.34,70.02,69.98,69.72,69.7,69.74,69.9,69.88,69.57,69.88,71.24,71.04,70.93,70.88,70.46,69.64,69,68.31,67.7,66.79,67.11,67.69,68.57,68.15,67.79,67.93,67.81,67.87,67.73,67.31,67.96,68.17,68.306,67.931,68.194
United Arab Emirates,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7,,,,,43.852,44.165,44.813,45.504,46.238,47.015,47.837,48.703,49.613,50.57,51.574,52.624,53.714,54.835,55.97,57.101,58.209,59.279,60.296,61.251,62.136,62.949,63.702,64.404,65.058,65.668,66.236,66.765,67.259,67.726,68.17,68.598,69.011,69.411,69.801,70.18,70.544,70.89,71.217,71.525,71.816,72.094,72.364,72.627,72.887,73.144,73.399,73.65,73.895,74.135,74.37,74.598,74.822,75.039,75.251,75.457,75.656,75.849,76.035,76.213,76.384
United Kingdom,40.02,,,40.02,,,,,40.58,,,,,41.25,,,,,40.84,,,,,40.47,,,,,41.43,,,,,40.89,,,,,40.56,,,41.7,41.35,41.86,41.55,42.56,39.96,38.33,39.5,37.38,42.8,41.42,40.93,40.56,39.34,41.03,43.25,41.88,40.04,40.84,43.01,42.38,42.52,40.4,39.97,40.65,40.41,42.62,42,41.67,40.95,41.31,42.9,43.78,42.13,41.85,43.69,44.7,43.01,44.27,43.78,46.11,44.87,45.09,44.79,45.76,45.33,45.65,46.81,46.34,44.75,44.29,45.51,44.87,48.34,45.73,47.41,47.23,46.98,46.13,46.32,47.91,49.08,50.43,49.11,50.86,50.58,51.44,51.84,52.52,53.99,51.54,54.55,53.83,51.99,48.2,47.73,45.57,40.43,54.12,56.6,58.35,57.13,59.4,58.17,58.51,59.66,59.04,59.99,57.71,60.89,60.11,60.63,60.67,61.4,62.05,61.85,61.88,63.3,63.69,60.97,61.37,63.99,64.01,64.85,65.85,66.47,66.44,68.5,68.19,68.7,68.3,69.6,69.87,70.24,70.21,70.48,70.6,70.78,70.88,71.1,70.85,70.92,70.83,71.62,71.61,71.53,72.16,71.79,71.75,72,72.32,72.1,72.31,72.51,72.78,72.76,73.25,73.18,73.29,73.72,74.06,74.19,74.44,74.83,74.68,74.95,75.3,75.41,75.55,75.89,76.06,76.46,76.32,76.88,76.78,77.05,77.31,77.45,77.56,78.04,78.31,78.43,78.52,79.1,79.3,79.53,79.344,79.499,79.85,80.018
United States,39.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.41,,,,,,,,,,45.21,,,,,,,,,,,49.3,50.5,50.6,49.6,50.3,50.1,50.2,51.9,52.8,51.8,53.4,54.1,53.5,54.6,55.1,54.2,54,47.2,55.3,55.4,58.2,58.1,57.5,58.5,58.5,57.9,59.4,58.3,58.5,59.6,60.3,61,60.96,60.29,60.94,60.4,61.1,62.43,63.12,63.28,63.84,64.63,64.34,65.13,65.63,66.33,66.73,67.3,67.68,68.12,68.22,68.44,68.79,69.58,69.63,69.71,69.49,69.76,69.98,69.91,70.32,70.21,70.04,70.33,70.41,70.43,70.76,70.42,70.66,70.92,71.24,71.34,71.54,72.08,72.68,72.99,73.38,73.58,74.03,73.93,74.36,74.65,74.71,74.81,74.79,74.87,75.01,75.02,75.10,75.40,75.50,75.80,75.50,75.70,75.80,76.10,76.50,76.70,76.70,76.80,76.90,76.90,77.10,77.50,77.40,77.70,77.90,77.80,78.05,78.3
Uruguay,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9,,,,,,,,,,,,,,,,,,,,,,,,,65.741,65.806,65.947,66.109,66.293,66.498,66.722,66.962,67.212,67.464,67.706,67.927,68.114,68.262,68.368,68.434,68.466,68.478,68.486,68.498,68.526,68.574,68.646,68.742,68.867,69.023,69.213,69.434,69.68,69.944,70.219,70.499,70.777,71.046,71.302,71.54,71.759,71.961,72.153,72.337,72.519,72.704,72.899,73.104,73.322,73.551,73.789,74.029,74.268,74.503,74.734,74.96,75.184,75.406,75.625,75.841,76.051,76.255,76.453,76.643,76.827
USSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.959,55.17,55.593,56.014,56.433,56.85,57.266,57.681,58.096,58.513,58.931,59.353,59.779,60.207,60.634,61.055,61.467,61.864,62.241,62.596,62.923,63.218,63.482,63.722,63.944,64.159,64.38,64.616,64.871,65.147,65.446,65.767,66.098,66.421,66.718,66.961,67.115,67.169,67.127,67,66.821,66.63,66.47,66.372,66.348,66.399,66.509,66.646,66.782,66.906,67.007,67.079,67.129,67.168,67.203,67.249,67.321,67.431,67.585,67.784,68.021
Wallis et Futuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.747,41.045,41.643,42.241,42.839,43.438,44.037,44.637,45.238,45.839,46.442,47.044,47.648,48.251,48.853,49.452,50.046,50.634,51.216,51.793,52.368,52.942,53.518,54.099,54.686,55.282,55.888,56.504,57.124,57.743,58.348,58.928,59.477,59.989,60.468,60.917,61.346,61.769,62.195,62.628,63.073,63.528,63.986,64.444,64.897,65.344,65.783,66.213,66.633,67.042,67.437,67.819,68.187,68.542,68.885,69.217,69.537,69.848,70.151,70.447,70.736
Venezuela,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2,,,,,,,,,,33.9,,,,,39.9,,,,,,,,,53.179,53.454,54.007,54.562,55.119,55.679,56.241,56.805,57.371,57.938,58.505,59.071,59.634,60.192,60.743,61.285,61.812,62.326,62.827,63.315,63.796,64.276,64.759,65.245,65.731,66.208,66.665,67.092,67.485,67.843,68.173,68.486,68.792,69.1,69.411,69.723,70.028,70.318,70.586,70.828,71.043,71.232,71.4,71.552,71.692,71.823,71.944,72.059,72.171,72.283,72.403,72.534,72.68,72.841,73.017,73.207,73.406,73.611,73.815,74.017,74.213
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.121,46.214,46.418,46.657,46.931,47.24,47.585,47.966,48.383,48.838,49.332,49.865,50.437,51.043,51.679,52.337,53.01,53.691,54.374,55.056,55.736,56.417,57.103,57.797,58.498,59.206,59.921,60.638,61.353,62.061,62.755,63.432,64.089,64.72,65.32,65.883,66.402,66.878,67.313,67.71,68.077,68.421,68.751,69.073,69.388,69.695,69.988,70.26,70.507,70.729,70.929,71.109,71.276,71.437,71.595,71.756,71.923,72.096,72.274,72.458,72.644
West Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Sahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.747,34.939,35.322,35.704,36.085,36.465,36.844,37.222,37.599,37.975,38.351,38.726,39.102,39.478,39.856,40.229,40.589,40.937,41.282,41.637,42.028,42.484,43.024,43.656,44.381,45.188,46.057,46.96,47.87,48.773,49.666,50.556,51.452,52.354,53.251,54.122,54.944,55.701,56.385,56.998,57.547,58.048,58.525,58.999,59.481,59.979,60.498,61.029,61.565,62.1,62.629,63.144,63.64,64.112,64.559,64.983,65.389,65.782,66.168,66.549,66.927
Vietnam,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,33,,,,,,,,,,,,,,39.421,39.68,40.195,40.704,41.207,41.703,42.196,42.687,43.178,43.676,44.187,44.715,45.26,45.814,46.361,46.856,47.244,47.506,47.646,47.694,47.708,47.763,47.934,48.281,48.832,49.607,50.607,51.775,53.05,54.385,55.722,57.002,58.194,59.283,60.26,61.147,61.986,62.829,63.708,64.628,65.57,66.503,67.385,68.186,68.898,69.525,70.084,70.602,71.099,71.582,72.047,72.486,72.885,73.237,73.546,73.817,74.06,74.288,74.51,74.732,74.956
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.403,57.904,58.865,59.743,60.538,61.251,61.883,62.44,62.927,63.358,63.746,64.107,64.461,64.821,65.198,65.597,66.015,66.442,66.867,67.29,67.708,68.122,68.534,68.941,69.343,69.734,70.108,70.463,70.8,71.121,71.431,71.74,72.053,72.377,72.712,73.057,73.406,73.752,74.089,74.416,74.732,75.04,75.343,75.643,75.94,76.233,76.52,76.8,77.07,77.328,77.571,77.8,78.012,78.211,78.395,78.566,78.725,78.873,79.014,79.148,79.279
Yemen Arab Republic (Former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Democratic (Former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Rep.,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,35.129,35.271,35.554,35.837,36.119,36.4,36.68,36.959,37.237,37.514,37.788,38.061,38.331,38.599,38.866,39.123,39.357,39.57,39.777,39.998,40.272,40.642,41.135,41.768,42.541,43.448,44.47,45.565,46.689,47.812,48.908,49.963,50.973,51.93,52.817,53.616,54.312,54.907,55.409,55.828,56.173,56.456,56.698,56.927,57.163,57.435,57.765,58.159,58.615,59.133,59.702,60.308,60.926,61.535,62.123,62.68,63.203,63.7,64.176,64.632,65.07
Yugoslavia,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.3,,,,,,,,,,,,52.1,,,,,,,,,,,,,,,,,,,,54.96,,,,,59.04,,,,,62.2,,,,,65.1,,,,,67.46,,,,,69.59,,,,,69.56,,,,,70.83,,,,,71.815,,,,,72.562,,,,,73.444,,,,,74.175,,,
Zambia,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.6,,,,,41.238,41.447,41.864,42.28,42.695,43.109,43.521,43.93,44.335,44.734,45.124,45.502,45.868,46.224,46.573,46.927,47.299,47.698,48.123,48.572,49.034,49.497,49.945,50.361,50.734,51.061,51.345,51.59,51.794,51.948,52.04,52.061,51.998,51.842,51.586,51.207,50.688,50.032,49.261,48.403,47.495,46.576,45.688,44.87,44.152,43.546,43.044,42.63,42.3,42.07,41.983,42.087,42.401,42.919,43.616,44.446,45.35,46.259,47.112,47.873,48.513
Zimbabwe,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7,,,,,,,,,,47.69,47.905,48.331,48.753,49.171,49.584,49.992,50.396,50.793,51.183,51.565,51.937,52.299,52.65,52.991,53.324,53.647,53.965,54.281,54.599,54.923,55.256,55.6,55.959,56.335,56.738,57.178,57.652,58.154,58.673,59.202,59.741,60.268,60.755,61.169,61.479,61.659,61.686,61.535,61.177,60.553,59.606,58.341,56.799,55.04,53.136,51.167,49.238,47.455,45.909,44.686,43.842,43.365,43.231,43.433,43.965,44.814,45.917,47.199,48.586,50.003
Åland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.9,81,78.25,80,80.83,81.8,80.63,79.88,80,80.1,,,,
